length,molecular_weight,aromaticity,instability_index,isoelectric_point,gravy,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,label
1626,183264.9577,0.08425584255842558,36.154003690037165,8.143146705627444,-0.6533210332103321,0.05904059040590406,0.010455104551045511,0.07257072570725707,0.07749077490774908,0.04428044280442804,0.06457564575645756,0.015990159901599015,0.04981549815498155,0.11500615006150061,0.07564575645756458,0.020910209102091022,0.04858548585485855,0.04489544895448955,0.033825338253382534,0.03874538745387454,0.07072570725707257,0.05412054120541206,0.06334563345633457,0.011685116851168511,0.028290282902829027,nuclear
478,54388.5064,0.043933054393305436,61.24792887029303,10.322951698303221,-0.9577405857740586,0.09832635983263599,0.0041841004184100415,0.043933054393305436,0.09623430962343096,0.029288702928870293,0.060669456066945605,0.012552301255230125,0.012552301255230125,0.0899581589958159,0.1192468619246862,0.0041841004184100415,0.01882845188284519,0.06276150627615062,0.06694560669456066,0.12552301255230125,0.04811715481171548,0.04184100418410042,0.0502092050209205,0.006276150627615063,0.008368200836820083,nuclear
313,35235.9696,0.07028753993610223,36.527476038338655,10.012987709045408,-0.1268370607028754,0.06070287539936102,0.01597444089456869,0.04792332268370607,0.04153354632587859,0.05750798722044728,0.05750798722044728,0.025559105431309903,0.07348242811501597,0.07987220447284345,0.10862619808306709,0.019169329073482427,0.04472843450479233,0.06389776357827476,0.04153354632587859,0.07348242811501597,0.05750798722044728,0.038338658146964855,0.07987220447284345,0.003194888178913738,0.009584664536741214,nuclear
795,90931.8036,0.07547169811320754,42.53888050314476,7.119106483459473,-0.5135849056603774,0.06666666666666667,0.01761006289308176,0.07044025157232704,0.06666666666666667,0.03018867924528302,0.04779874213836478,0.031446540880503145,0.05408805031446541,0.05911949685534591,0.0930817610062893,0.03018867924528302,0.031446540880503145,0.05408805031446541,0.045283018867924525,0.07672955974842767,0.05786163522012579,0.06037735849056604,0.061635220125786164,0.006289308176100629,0.0389937106918239,nuclear
475,51840.048599999995,0.05473684210526315,50.14402105263164,7.969275474548339,-0.41747368421052633,0.1031578947368421,0.023157894736842106,0.04842105263157895,0.08421052631578947,0.023157894736842106,0.09263157894736843,0.031578947368421054,0.04421052631578947,0.061052631578947365,0.09473684210526316,0.008421052631578947,0.014736842105263158,0.035789473684210524,0.042105263157894736,0.07578947368421053,0.09473684210526316,0.02736842105263158,0.06315789473684211,0.018947368421052633,0.01263157894736842,nuclear
638,71355.91429999999,0.061128526645768025,56.20799373040771,5.415130424499511,-0.9001567398119124,0.05956112852664577,0.0109717868338558,0.0768025078369906,0.07993730407523511,0.025078369905956112,0.06583072100313479,0.0219435736677116,0.032915360501567396,0.05956112852664577,0.0768025078369906,0.032915360501567396,0.05172413793103448,0.03605015673981191,0.05172413793103448,0.06896551724137931,0.12539184952978055,0.045454545454545456,0.04231974921630094,0.003134796238244514,0.032915360501567396,nuclear
198,21118.0112,0.020202020202020204,53.98838383838384,11.999967765808105,-0.5712121212121212,0.09595959595959595,0.0,0.03535353535353535,0.030303030303030304,0.010101010101010102,0.10606060606060606,0.015151515151515152,0.050505050505050504,0.0,0.030303030303030304,0.005050505050505051,0.0,0.18181818181818182,0.04040404040404041,0.1717171717171717,0.06565656565656566,0.03535353535353535,0.11616161616161616,0.010101010101010102,0.0,nuclear
133,15237.045699999999,0.06015037593984962,32.73759398496239,5.546428489685058,-0.7075187969924812,0.05263157894736842,0.022556390977443608,0.045112781954887216,0.12030075187969924,0.03759398496240601,0.05263157894736842,0.03759398496240601,0.03759398496240601,0.06766917293233082,0.08270676691729323,0.045112781954887216,0.045112781954887216,0.03007518796992481,0.045112781954887216,0.06015037593984962,0.06015037593984962,0.08270676691729323,0.05263157894736842,0.0,0.022556390977443608,nuclear
1690,192093.2815,0.07041420118343196,51.59343195266304,6.124083137512206,-0.5105917159763314,0.0650887573964497,0.029585798816568046,0.051479289940828406,0.10059171597633136,0.033136094674556214,0.04437869822485207,0.018343195266272188,0.028402366863905324,0.08284023668639054,0.10177514792899409,0.03017751479289941,0.02603550295857988,0.058579881656804736,0.04319526627218935,0.05917159763313609,0.07869822485207101,0.03964497041420118,0.07159763313609467,0.015384615384615385,0.021893491124260357,nuclear
358,37560.788400000005,0.05027932960893854,58.52013966480445,7.272344398498535,-0.6332402234636872,0.13128491620111732,0.0111731843575419,0.04189944134078212,0.05865921787709497,0.027932960893854747,0.10893854748603352,0.04189944134078212,0.0223463687150838,0.04189944134078212,0.0782122905027933,0.013966480446927373,0.0223463687150838,0.15363128491620112,0.04748603351955307,0.05865921787709497,0.05865921787709497,0.025139664804469275,0.0335195530726257,0.0,0.0223463687150838,nuclear
415,45671.3475,0.10602409638554217,37.88289156626507,5.376252555847168,-0.471566265060241,0.06265060240963856,0.014457831325301205,0.05301204819277108,0.07951807228915662,0.04819277108433735,0.12289156626506025,0.03132530120481928,0.03614457831325301,0.03855421686746988,0.05783132530120482,0.033734939759036145,0.02650602409638554,0.04096385542168675,0.03614457831325301,0.05783132530120482,0.0891566265060241,0.04578313253012048,0.06746987951807229,0.004819277108433735,0.05301204819277108,nuclear
1443,160881.9728,0.08385308385308385,41.35807345807374,5.988237953186036,-0.21441441441441444,0.07137907137907137,0.015246015246015246,0.04643104643104643,0.07484407484407485,0.040887040887040885,0.07276507276507277,0.02702702702702703,0.04227304227304227,0.042966042966042964,0.10741510741510742,0.02356202356202356,0.031185031185031187,0.058212058212058215,0.037422037422037424,0.062370062370062374,0.06722106722106722,0.05751905751905752,0.07830907830907831,0.009702009702009701,0.033264033264033266,nuclear
1488,152104.1962,0.007392473118279569,64.62432795698979,9.062788200378417,-0.9094758064516129,0.1478494623655914,0.002688172043010753,0.038306451612903226,0.09408602150537634,0.0020161290322580645,0.07661290322580645,0.004704301075268817,0.010080645161290322,0.11290322580645161,0.041666666666666664,0.009408602150537635,0.013440860215053764,0.09206989247311828,0.05510752688172043,0.033602150537634407,0.1364247311827957,0.06653225806451613,0.05712365591397849,0.002688172043010753,0.002688172043010753,nuclear
